Parent,PC2,PC1,Cluster,Experiment,n_frames,DoseLabel
1000000499,1.8365339,-1.0006683,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Pos
1000000500,-6.096287,5.208318,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,38.0,Pos
1000000501,-2.3106058,0.9664181,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,25.0,Pos
1000000503,-3.1327548,2.790657,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,29.0,Pos
1000000504,1.6913009,0.38375083,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Pos
1000000505,0.30169654,-0.7714248,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Pos
1000000506,-3.5877643,1.3273118,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,41.0,Pos
1000000507,1.0494792,-1.2563626,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,11.0,Pos
1000000508,-1.8638248,-0.3160267,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,21.0,Pos
1000000509,0.22910374,-1.3368675,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,9.0,Neg
1000000511,0.002764869,-1.8590899,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,11.0,Pos
1000000512,-5.036704,2.5591083,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,45.0,Pos
1000000513,-3.4514863,-2.1069658,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,43.0,Pos
1000000514,-3.8417802,2.5785599,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,42.0,Pos
1000000515,-2.3678675,0.85584885,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,42.0,Neg
1000000516,-4.232422,2.4263139,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,43.0,Pos
1000000517,-1.3738775,-1.9332175,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,23.0,Pos
1000000518,1.0992253,-1.452033,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,8.0,Neg
1000000519,-4.703541,1.0953487,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,41.0,Pos
1000000520,-2.4081175,0.40034744,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,42.0,Pos
1000000521,-5.286571,8.577422,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,41.0,Pos
1000000522,2.2280068,4.647965,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Neg
1000000523,-2.5762105,-2.2276888,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,45.0,Neg
1000000524,0.8757607,-2.3786066,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,16.0,Neg
1000000526,-2.32345,-1.5082692,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,33.0,High
1000000527,-0.39204136,6.0646405,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,14.0,Pos
1000000528,-1.7091155,5.456093,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,24.0,Pos
1000000529,1.666117,4.015848,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,11.0,Neg
1000000530,2.5497768,0.26568756,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,Neg
1000000531,-1.7358716,-0.16128555,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,16.0,Neg
1000000532,1.6371782,-0.44754267,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,13.0,Neg
1000000533,-3.6285646,-0.7772144,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,41.0,Pos
1000000534,-4.11564,-0.4600188,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,39.0,Pos
1000000535,-3.0291665,-0.76206815,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,44.0,Pos
1000000537,-3.4617724,1.2491906,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,38.0,Neg
1000000538,-4.1895995,0.12085115,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,44.0,High
1000000539,-0.2762471,-2.4529185,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,32.0,High
1000000540,1.9278289,-1.1708301,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,11.0,Pos
1000000542,-1.3464409,0.5449446,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,30.0,Pos
1000000543,-2.930272,0.67045504,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,40.0,High
1000000544,-2.7600303,0.8245623,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,30.0,Neg
1000000545,-3.8420336,-1.7620211,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,42.0,Pos
1000000546,-4.8814006,0.022542028,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,44.0,Neg
1000000547,0.64101285,-2.1829615,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,13.0,Pos
1000000548,-3.0791361,0.57807434,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,38.0,Pos
1000000549,0.20844744,-1.8076222,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,11.0,High
1000000550,1.7556224,-3.3571765,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,9.0,Neg
1000000551,-1.2829353,-1.1198428,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,32.0,Pos
1000000552,-0.09654984,-1.4532845,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,14.0,Neg
1000000554,-3.9183772,0.30225918,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,27.0,Pos
1000000555,-0.16395982,-1.3718224,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,14.0,Neg
1000000557,-1.8569196,-0.42677858,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,42.0,Pos
1000000558,-2.3659644,1.0024354,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,31.0,Pos
1000000559,-4.1491914,0.47078836,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,40.0,Pos
1000000560,-2.448297,-0.52245295,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,38.0,Pos
1000000561,1.9751484,0.46402952,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,9.0,Pos
1000000562,-1.1723803,1.2465084,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,21.0,Neg
1000000563,-1.4337748,-1.7244122,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,27.0,Pos
1000000564,2.3270836,-1.0595932,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,11.0,Neg
1000000565,0.62097156,0.8532765,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,17.0,Pos
1000000566,0.9282385,-0.54771334,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Neg
1000000568,-1.3993809,-0.6088304,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,23.0,Neg
1000000569,1.5758044,-1.6292293,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,12.0,Pos
1000000572,0.5693305,-3.155739,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,9.0,Neg
1000000573,-5.165086,0.54485625,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,43.0,Neg
1000000574,-1.636751,-0.61328846,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,26.0,Pos
1000000575,2.6718314,-3.8888404,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Neg
1000000576,-3.9563475,-0.30224934,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,41.0,Neg
1000000577,-3.2520902,-0.44344765,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,44.0,Pos
1000000578,-3.2363753,-0.8540253,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,43.0,High
1000000579,-1.102513,-0.4930283,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,21.0,Pos
1000000580,-3.3166268,1.1421899,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,28.0,Neg
1000000582,-1.865468,-2.4613187,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,40.0,High
1000000583,-0.8426394,0.95079476,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,28.0,Pos
1000000584,-3.3966722,0.37681362,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,44.0,Pos
1000000585,-1.6350095,-1.9628223,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,15.0,Pos
1000000586,-4.8543777,1.78784,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,44.0,Neg
1000000587,-0.44082752,0.5191716,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,24.0,Pos
1000000588,-3.5980496,-0.2867608,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,44.0,Pos
1000000589,-5.8866405,0.12086355,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,43.0,Pos
1000000590,-3.910371,0.6977538,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,41.0,Pos
1000000591,-0.7992021,-1.4341561,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,19.0,Pos
1000000592,-0.9725444,-1.6345745,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,22.0,Pos
1000000593,-2.1520572,2.7175708,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,18.0,Pos
1000000594,-5.2571263,1.064088,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,45.0,Pos
1000000597,-1.9671855,-1.6286801,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,33.0,Pos
1000000598,-3.022134,1.0940814,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,41.0,Pos
1000000600,0.1282495,-0.4986973,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,17.0,Pos
1000000601,-2.4900348,-0.9503946,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,33.0,Pos
1000000602,1.3472385,-2.5613117,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,11.0,High
1000000603,3.496989,-0.58697176,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,8.0,Pos
1000000604,1.0590456,-2.7760751,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Pos
1000000605,2.428494,-3.9703076,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,17.0,Neg
1000000606,-1.0656307,-1.8081521,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,21.0,Pos
1000000607,-0.58483994,-1.0809904,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,25.0,Pos
1000000609,3.0015135,-0.17789684,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,Pos
1000000611,-2.456884,2.342052,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,17.0,Neg
1000000615,-0.52634877,-2.7725146,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,14.0,Pos
1000000616,0.13248037,-2.3619065,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,13.0,Pos
1000000617,-2.6688414,-0.8418598,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,24.0,Pos
1000000618,-3.4939744,0.98121625,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,42.0,Pos
1000000619,-3.5484877,-0.07906642,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,39.0,Pos
1000000620,-1.6705706,-0.9485126,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,39.0,Pos
1000000621,3.9451451,16.076944,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Neg
1000000622,-2.3206484,2.4420085,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,29.0,Pos
1000000624,-4.7888865,1.6021911,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,40.0,Pos
1000000625,2.5171084,-1.9200552,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,12.0,Pos
1000000626,-0.61358607,5.6421094,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,25.0,Pos
1000000627,1.5316734,-2.6128933,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Pos
1000000629,-1.241853,0.8649569,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,17.0,Pos
1000000631,-2.4632008,0.7429113,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,42.0,Pos
1000000632,-1.6785239,-1.6277975,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,22.0,Pos
1000000633,-3.2410462,1.5842695,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,40.0,Pos
1000000634,0.03610809,1.0021645,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,20.0,Pos
1000000635,-1.7706527,4.2932253,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,23.0,Pos
1000000636,2.1555657,-0.5888109,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Neg
1000000637,0.06764965,1.4042383,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,18.0,Neg
1000000638,-2.1469538,-1.1622347,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,40.0,Neg
1000000639,2.4985564,-2.1269274,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,Neg
1000000640,1.9690812,5.8915205,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,9.0,Neg
1000000641,-3.0182376,-0.19567771,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,38.0,Neg
1000000642,-2.6013026,-2.194939,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,45.0,Pos
1000000644,1.729149,0.18859592,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,12.0,Neg
1000000645,1.4726562,0.17773587,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Pos
1000000646,0.4643526,-1.477179,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,23.0,Pos
1000000647,-2.175642,-0.59567994,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,34.0,Pos
1000000649,-2.9917817,-0.22148697,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,43.0,Pos
1000000650,-4.558185,1.5850143,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,38.0,Pos
1000000651,-2.377457,-1.6784565,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,41.0,Neg
1000000653,-3.2900019,2.3877442,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,30.0,Pos
1000000654,0.05506506,17.91099,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,15.0,Neg
1000000655,-0.44705907,-1.5608271,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Neg
1000000656,2.647399,-0.4072497,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,High
1000000657,2.1829484,-3.4625814,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,8.0,Pos
1000000659,1.1024687,0.2465991,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,11.0,Pos
1000000660,-1.2266029,-1.5873281,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,21.0,Neg
1000000663,-0.95235753,-0.9316398,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,39.0,Pos
1000000664,-1.468538,-0.13094345,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,44.0,Neg
1000000665,-4.0254116,1.2831299,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,43.0,Pos
1000000666,2.0858212,1.6383057,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,8.0,Pos
1000000667,0.9805531,-1.5976676,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,16.0,Neg
1000000668,0.13526067,-0.7745329,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,19.0,Pos
1000000669,-3.4136043,6.558774,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,32.0,Pos
1000000670,-3.5997407,-0.67018586,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,37.0,Neg
1000000672,-2.2475643,0.29017052,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,34.0,Pos
1000000673,1.5756704,-1.0928906,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,13.0,Neg
1000000674,2.3084898,2.1946738,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,8.0,Neg
1000000681,1.7396077,-0.89036816,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Pos
1000000682,-1.5676091,-0.41495284,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,43.0,High
1000000683,-4.09095,-0.56416756,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,41.0,High
1000000686,-1.3861227,-2.3214734,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,43.0,Pos
1000000687,-2.5365627,-0.18389726,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,19.0,Pos
1000000688,2.8474576,-0.10202657,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,8.0,Pos
1000000689,1.2592665,2.631726,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,16.0,Neg
1000000690,1.8429152,-2.197592,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,9.0,Pos
1000000692,-3.8882527,-0.02043073,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,43.0,Neg
1000000694,-1.8929801,0.265274,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,37.0,Neg
1000000695,2.467744,0.32056338,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,High
1000000696,-1.6150934,-2.3432798,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,22.0,High
1000000698,-1.0002007,8.935425,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,15.0,Neg
1000000699,2.7590704,1.5636772,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,Pos
1000000700,-0.19439584,-0.6161691,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,22.0,High
1000000701,1.4252229,3.5160875,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,8.0,Neg
1000000702,-1.6701796,-1.1845447,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,34.0,Pos
1000000703,-0.7229082,1.443937,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,19.0,Pos
1000000704,2.7590308,5.974239,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,9.0,Pos
1000000705,-3.6832685,5.668497,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,40.0,High
1000000707,-2.017554,1.9719765,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,35.0,High
1000000708,-3.7854397,-1.2720411,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,37.0,Neg
1000000709,-1.6440005,-0.3243675,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,32.0,Pos
1000000710,0.25193134,-1.7217224,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,21.0,Pos
1000000711,1.7903035,-1.4765232,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,18.0,Pos
1000000712,2.820462,11.101722,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,9.0,Pos
1000000714,1.3600851,3.346677,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,14.0,Pos
1000000715,6.271678,1.2737657,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,6.0,Neg
1000000716,4.3319917,6.1510496,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,5.0,Pos
1000000717,-2.0654037,0.26906013,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,26.0,Pos
1000000718,-4.5166736,1.182005,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,39.0,Pos
1000000719,-1.2532063,1.6526588,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,31.0,Pos
1000000720,-0.28424346,2.3056645,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,25.0,Pos
1000000721,4.967639,4.9634967,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,Pos
1000000723,-1.7929648,1.3028009,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,38.0,Pos
1000000724,2.5920506,-0.8884797,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,Pos
1000000725,1.4026787,1.0254861,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,11.0,Pos
1000000726,1.0321717,2.398108,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,13.0,Pos
1000000727,0.24521336,-0.77468204,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,20.0,Pos
1000000728,-4.3565903,0.9531397,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,36.0,High
1000000729,0.4286299,-1.5540009,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,16.0,Pos
1000000730,-3.1181962,-0.38291502,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,37.0,Neg
1000000731,1.2008866,-2.372809,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,10.0,Neg
1000000732,1.2869344,-1.9999975,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,14.0,Pos
1000000733,-3.247381,-0.58190376,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,38.0,Neg
1000000734,-0.8005925,-1.1228884,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,25.0,Pos
1000000735,-0.015067224,-2.8275669,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,18.0,Pos
1000000736,-0.7627042,0.5814993,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,22.0,Pos
1000000737,1.8689846,-2.5210927,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,8.0,High
1000000738,1.0825391,-1.1542046,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,14.0,Neg
1000000739,-3.5930734,5.457461,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,39.0,Neg
1000000740,-1.9086821,0.90909207,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,30.0,Pos
1000000741,6.2012997,0.086961634,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,Pos
1000000742,-2.9649541,3.2764857,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,40.0,Pos
1000000743,-2.2434905,1.7701398,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,39.0,Pos
1000000745,-0.5639223,15.528627,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,17.0,Pos
1000000746,3.3918273,-1.6412424,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,Pos
1000000747,-2.357504,0.17163606,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,38.0,Pos
1000000748,2.05784,-1.993096,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,8.0,Neg
1000000749,-3.5332828,0.34307057,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,38.0,Pos
1000000750,4.1428742,5.0308466,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,Pos
1000000751,-3.4713,-0.51727796,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,37.0,Pos
1000000752,-2.6391292,-0.3153835,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,40.0,Pos
1000000753,-0.3435627,-0.2678325,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,26.0,High
1000000754,0.06606767,-0.637833,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,24.0,Pos
1000000755,-2.9068193,4.627469,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,31.0,Pos
1000000756,-1.9763355,4.5269985,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,32.0,Pos
1000000757,-2.9970243,0.40131202,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,36.0,Pos
1000000758,-1.7143228,-1.2665375,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,20.0,Neg
1000000760,-1.2440652,10.965644,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,20.0,Pos
1000000761,-2.6405203,1.1064633,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,39.0,High
1000000762,2.4711463,3.405187,2,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,9.0,Pos
1000000763,2.6063788,1.0560492,0,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,7.0,High
1000000764,-3.48109,-0.9167331,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,40.0,High
1000000765,-4.3037043,0.9650261,1,AM001100425CHR2D03293TGABYNNIRNOCONNN0NNN0WH00,37.0,Neg
